"ID","name","age","Sex","Civil Status","Having Degree","JOB ROLE","Department","Work From","Work To","Tenure(Years)","Salary(Rs)","Bonus","Claims","Worked Prject","NoOfLeaves","Distance(km)","NoOfParents","NoOfChildren","NoOfComplaints"
"E00673","G.H.L.Jayawardena","44","Female","Married","No","","","1998-04-28","2004-04-16","6","0.0","0","2701","CAT Migration","18","91.958","0","1","1"
"E00674","W.E.K.E.J.Darwin","45","Female","Single","No","","","1986-01-01","1990-09-28","4","0.0","0","4912","Btaf","3","1.642","2","0","2"
"E00675","M.Q.Samararathna","50","Female","Married","No","Sales Executive","Financial","2001-12-17","2009-12-17","8","31500.0","555","8355","CAT Migration","13","92.132","3","5","1"
"E00676","S.Perera","35","Male","Married","Yes","IT App Man","IT","1988-11-08","1992-03-17","4","53000.0","2484","4535","Interplan","6","55.92","2","0","8"
"E00677","D.De Silva","34","Female","Single","Yes","Software Engineer","IT","2001-08-09","2002-12-06","1","88550.0","5607","2900","Interplan","8","49.351","1","0","7"
"E00678","E.Rajakaruna","44","Male","Single","No","","","1999-04-15","2002-11-13","3","0.0","0","8597","Telemar","19","13.276","1","0","6"
"E00679","O.P.Fernando","49","Male","Single","No","Software Tester","Software","1976-01-22","1980-05-18","4","20500.0","336","5319","Covance","14","25.255","2","0","3"
"E00680","U.N.Samarasinghe","37","Female","Married","No","IT","IT","2010-10-15","2013-12-24","3","20500.0","509","7085","Incident Management System","10","64.042","3","0","8"
"E00681","F.Sirisena","26","Female","Single","Yes","Accountant","Financial","2009-04-26","2014-12-23","5","90700.0","12529","5935","Claim Administration System Migration","15","16.355","1","0","2"
"E00682","V.P.Karunarathna","21","Female","Single","No","Junior Business Analyst","Financial","2001-09-28","2011-01-25","10","22500.0","356","8841","CAT Migration","3","23.032","0","0","8"
"E00683","F.Q.I.R.Abdulla","50","Female","Married","No","Junior Designer","Software","2002-02-21","2011-06-20","9","30600.0","727","7395","Telemar","8","48.957","4","3","1"
"E00684","B.Sarathchandra","30","Female","Single","No","Developer Intern","Software","1978-06-22","2007-01-24","29","27600.0","498","4244","Trico","9","44.526","0","0","0"
"E00685","G.J.A.X.Kapugedara","46","Male","Single","Yes","IT App Man","IT","1975-06-23","1984-09-15","9","53000.0","2365","4686","Incident Management System","2","97.903","2","0","8"
"E00686","W.W.V.Samararathna","30","Female","Married","Yes","IT App Man","IT","1974-04-27","1983-12-15","9","53000.0","4697","7764","Ethna","7","66.731","1","4","3"
"E00687","V.W.Darwin","37","Female","Single","No","Developer Intern","Software","1991-07-25","1995-11-09","4","27600.0","589","5289","Btaf","12","11.917","0","0","2"
"E00688","X.J.G.Pathirana","40","Female","Single","No","Junior Business Analyst","Financial","2004-09-06","2006-08-19","2","22500.0","388","3406","Claim Administration System Migration","12","81.459","2","0","5"
"E00689","N.Jayawardena","38","Female","Married","No","","","1970-08-26","1974-08-05","4","0.0","0","1285","Trico","1","69.368","4","3","7"
"E00690","O.Y.Bandaranayake","29","Female","Single","Yes","Software Architecturer","Planning","2010-09-06","2011-11-26","1","80400.0","3353","2458","New York Life","18","50.65","1","0","5"
"E00691","G.Daniel","40","Male","Single","No","IT Trainee","IT","1981-10-28","2007-10-11","26","20500.0","245","8226","Covance","13","75.576","1","0","5"
"E00692","S.K.K.Musammil","20","Male","Single","No","IT Officer - Intern","IT","2004-07-02","2005-06-30","1","25400.0","315","2622","New York Life","19","41.288","2","0","7"
"E00693","O.F.Kodithuwakku","21","Female","Single","No","Junior Designer","Software","2004-02-04","2013-01-04","9","30600.0","564","2459","Budget Management Centre","1","5.603","1","0","6"
"E00694","U.J.L.Y.Hettiarachchi","32","Male","Single","Yes","IT Manager","IT","1977-08-01","1984-09-27","7","73500.0","2910","1307","Claim Administration System Migration","10","92.169","0","0","6"
"E00695","Y.Z.X.Pathirana","47","Male","Married","No","IT Trainee","IT","1979-04-18","2009-05-06","30","20500.0","308","2505","Trico","19","40.026","4","0","2"
"E00696","N.F.Samararathna","22","Female","Single","No","Software Engineering Intern","Software","1996-12-17","2006-05-24","10","26700.0","519","8174","Risk Management System","3","99.045","0","0","0"
"E00697","H.T.Y.Viswanathan","35","Female","Single","No","IT Officer - Intern","IT","1984-05-07","1988-09-20","4","25400.0","302","4605","Covance","8","57.325","2","0","4"
"E00698","B.V.G.Senarathna","30","Male","Married","No","Sales Executive","Financial","1992-08-06","1997-05-28","5","31500.0","735","3474","New York Life","0","82.621","1","0","1"
"E00699","S.J.Darrel","32","Male","Married","Yes","IT Manager","IT","1984-07-27","2003-08-08","19","73500.0","3798","5146","Covance","5","63.705","1","3","0"
"E00700","R.Darrel","20","Female","Single","Yes","System Analyst","Planning","1985-01-30","1998-02-03","13","91250.0","11114","5801","Covance","11","95.822","2","0","0"
"E00701","B.Y.Sarathchandra","38","Female","Single","No","Sales Executive","Financial","1986-09-04","2004-11-13","18","31500.0","680","7915","Claim Administration System Migration","20","76.866","1","0","4"
"E00702","A.Y.V.Z.Senarathna","43","Female","Single","Yes","Software Engineer","IT","1987-06-12","1991-08-27","4","88550.0","13711","8618","New York Life","19","23.494","0","0","6"
"E00703","Y.V.E.Y.Abdulla","36","Female","Single","No","Junior Designer","Software","1993-02-05","1994-06-28","1","30600.0","676","2290","Telemar","11","74.699","0","0","8"
"E00704","M.Rajapaksha","38","Female","Single","Yes","Tech Lead","Software","1974-06-06","1991-09-04","17","75000.0","5957","4624","Btaf","19","38.23","1","0","5"
"E00705","G.V.Kapukotuwa","22","Female","Single","No","IT","IT","2004-08-26","2011-01-20","7","20500.0","444","3633","Hazard Management System","16","20.918","0","0","2"
"E00706","B.A.P.Jayasuriya","50","Female","Single","No","","","2000-10-24","2009-05-01","9","0.0","0","1877","Telemar","17","69.566","1","0","5"
"E00707","S.U.Bandaranayake","44","Female","Married","Yes","HR Manager","HR","2008-08-29","2013-08-02","5","58700.0","1470","4927","New York Life","3","20.974","3","5","0"
"E00708","F.Z.Kapugedara","33","Female","Married","Yes","Tech Lead","Software","1998-03-24","2009-05-15","11","75000.0","4619","4134","Trico","2","37.711","1","5","6"
"E00709","H.Bandaranayake","39","Male","Single","No","Software Tester","Software","2002-01-06","2006-01-31","4","20500.0","257","5867","Telemar","5","60.046","2","0","7"
"E00710","Y.L.S.Kapukotuwa","43","Female","Married","No","Junior Business Analyst","Financial","1997-01-09","2011-04-12","14","22500.0","229","2978","Ethna","19","18.288","1","4","8"
"E00711","B.O.E.Senarathna","35","Female","Married","Yes","Software Architecturer","Planning","1978-05-05","1999-01-26","21","80400.0","11161","1943","Trico","13","8.976","2","2","1"
"E00712","X.T.U.Bandaranayake","35","Female","Married","No","Developer Intern","Software","2000-02-20","2010-02-26","10","27600.0","505","7924","Incident Management System","13","18.334","1","3","6"
"E00713","Y.Karunasena","23","Female","Married","Yes","","","2004-01-10","2015-01-19","11","0.0","0","7860","Ethna","11","77.676","1","2","0"
"E00714","Y.N.P.L.George","42","Female","Married","Yes","Finance Manager","Financial","1986-02-15","1987-05-01","1","120700.0","22571","2790","New York Life","7","94.353","2","0","5"
"E00715","C.G.F.A.J.Silva","49","Female","Married","Yes","HR Manager","HR","1995-07-16","2006-07-05","11","58700.0","1146","1683","Risk Management System","16","8.098","0","2","4"
"E00716","X.Bandaranayake","24","Female","Single","No","IT","IT","1989-02-08","1990-03-20","1","20500.0","563","3154","Covance","8","71.842","2","0","6"
"E00717","L.I.Karunasena","45","Female","Single","Yes","Software Engineer","IT","1992-08-28","2002-06-18","10","88550.0","13225","6170","Risk Management System","18","52.294","0","0","0"
"E00718","X.Darwin","42","Male","Single","Yes","Software Architecturer","Planning","1973-02-01","1989-02-03","16","80400.0","1789","5285","Claim Administration System Migration","6","34.528","2","0","4"
"E00719","N.E.S.Rajakaruna","22","Male","Married","Yes","Senior Designer","Software","2000-04-07","2007-12-13","7","67600.0","1267","2419","Hazard Management System","4","69.192","1","3","6"
"E00720","V.Rajakaruna","45","Female","Single","Yes","Tech Lead","Software","1981-01-14","1982-04-16","1","75000.0","2457","2141","Budget Management Centre","3","69.804","0","0","0"
"E00721","E.X.M.Darrel","29","Female","Single","No","IT","IT","1984-05-18","2014-04-13","30","20500.0","503","7463","Claim Administration System Migration","2","74.704","2","0","6"
"E00722","A.W.N.M.Kapukotuwa","25","Female","Married","No","Developer Intern","Software","1995-03-22","1998-08-15","3","27600.0","308","8037","Trico","6","30.279","4","4","4"
"E00723","O.I.Senanayake","20","Female","Single","No","IT Officer - Intern","IT","2005-02-04","2006-07-18","1","25400.0","360","5426","Budget Management Centre","3","96.054","1","0","0"
"E00724","G.Y.B.Y.Senarathna","39","Female","Single","Yes","IT App Man","IT","1983-03-25","1991-12-01","8","53000.0","4679","5017","CAT Migration","17","47.124","0","0","2"
"E00725","S.U.A.Darwin","35","Female","Single","No","","","2002-11-13","2007-01-04","5","0.0","0","3121","Telemar","3","68.292","0","0","3"
"E00726","X.Bandaranayake","26","Female","Single","Yes","Senior Designer","Software","2007-01-03","2011-07-26","4","67600.0","2245","2571","Trico","16","90.582","0","0","4"
"E00727","M.F.N.Rajapaksha","34","Female","Married","Yes","Tech Lead","Software","1987-08-15","1993-02-16","6","75000.0","2960","6497","Trico","0","32.015","2","1","8"
"E00728","M.M.Mendis","35","Female","Married","No","Software Engineering Intern","Software","1994-12-19","2008-01-06","14","26700.0","530","3629","Incident Management System","15","8.294","2","0","7"
"E00729","D.U.Samarasinghe","33","Female","Single","No","Software Tester","Software","2007-01-20","2012-03-15","5","20500.0","419","7058","Interplan","20","59.365","2","0","5"
"E00730","S.A.Karunarathna","32","Female","Single","Yes","","","2003-07-24","2010-01-04","7","0.0","0","1083","Interplan","19","54.732","2","0","0"
"E00731","W.T.Bandaranayake","23","Male","Single","No","Developer Intern","Software","1984-04-09","1990-12-24","6","27600.0","377","5902","Ethna","10","63.737","1","0","2"
"E00732","E.Arafat","29","Male","Married","Yes","System Admin","IT","1973-09-10","1981-10-19","8","58700.0","3629","9672","Trico","5","85.07","1","5","4"
"E00733","T.N.Darwin","47","Female","Single","Yes","","","1989-04-24","1997-06-10","8","0.0","0","8293","Trico","2","38.385","1","0","2"
"E00734","E.P.U.Q.Senarathna","38","Female","Single","No","Junior Designer","Software","1996-05-10","2012-05-26","16","30600.0","441","3056","New York Life","17","57.017","2","0","8"
"E00735","K.W.H.Silva","34","Male","Single","No","Sales Executive","Financial","1988-10-10","1993-09-16","5","31500.0","685","8212","Budget Management Centre","7","18.284","1","0","6"
"E00736","S.F.C.K.Viswanathan","22","Female","Single","Yes","Assistant Accountant","Financial","2008-06-14","2011-07-16","3","67500.0","3419","7343","Btaf","11","14.081","0","0","2"
"E00737","O.D.H.Rajapaksha","24","Male","Single","No","Software Tester","Software","2010-12-08","2014-10-18","4","20500.0","243","2847","CAT Migration","4","54.427","0","0","5"
"E00738","F.P.Y.Senarathna","26","Female","Married","No","IT Trainee","IT","2003-10-08","2009-11-23","6","20500.0","360","9341","CAT Migration","11","52.421","3","5","1"
"E00739","Q.L.T.Warnapura","30","Male","Single","No","IT Officer - Intern","IT","1971-05-07","1987-07-17","16","25400.0","380","3124","Interplan","6","66.148","2","0","4"
"E00740","R.Kapukotuwa","36","Female","Single","No","Junior Designer","Software","1973-04-04","2004-05-12","31","30600.0","648","9534","Hazard Management System","9","77.836","0","0","2"
"E00741","D.Sarathchandra","48","Female","Single","Yes","","","2006-08-29","2009-04-01","3","0.0","0","8663","Trico","4","18.213","2","0","7"
"E00742","K.E.F.Mendis","28","Female","Single","No","Junior Designer","Software","1992-05-02","2006-05-15","14","30600.0","736","9203","Claim Administration System Migration","6","68.991","1","0","3"
"E00743","H.R.V.Silva","24","Female","Single","Yes","System Admin","IT","2008-11-17","2013-12-15","5","58700.0","3247","6573","Interplan","10","24.567","1","0","7"
"E00744","F.I.Rajapaksha","23","Female","Married","No","","","1988-10-30","1995-05-22","7","0.0","0","7345","New York Life","5","13.521","2","3","4"
"E00745","E.T.A.Rajakaruna","40","Male","Single","No","Junior Business Analyst","Financial","2001-09-27","2010-09-07","9","22500.0","352","8724","Telemar","15","84.856","1","0","2"
"E00746","K.Abdulla","28","Female","Single","No","Software Engineering Intern","Software","1989-07-03","2006-02-09","17","26700.0","436","3246","Budget Management Centre","11","42.839","2","0","1"
"E00747","W.I.Z.Samarasinghe","28","Female","Single","No","IT Officer - Intern","IT","2008-10-07","2013-11-30","5","25400.0","368","1325","Budget Management Centre","12","20.395","1","0","5"
"E00748","G.B.Sirisena","32","Female","Single","No","Software Tester","Software","2001-12-13","2003-01-09","2","20500.0","307","1796","CAT Migration","1","10.83","0","0","6"
"E00749","Y.V.N.T.Samararathna","20","Male","Single","No","Software Tester","Software","1988-03-17","2004-04-30","16","20500.0","305","8249","Incident Management System","19","66.646","2","0","7"
"E00750","K.Q.K.X.Samararathna","46","Female","Married","Yes","Assistant Accountant","Financial","1984-07-13","1998-03-02","14","67500.0","4497","4080","New York Life","10","46.672","1","1","3"
"E00751","D.B.Y.Rajakaruna","20","Female","Single","Yes","Tech Lead","Software","1989-09-06","1992-04-29","3","75000.0","1502","3066","Hazard Management System","12","6.178","0","0","3"
"E00752","Z.Jayasuriya","20","Female","Single","No","IT Officer - Intern","IT","1995-05-15","1996-08-07","1","25400.0","305","6989","Hazard Management System","15","39.389","2","0","0"
"E00753","Y.R.Q.O.Rajakaruna","33","Male","Single","No","Sales Executive","Financial","1998-03-02","2015-01-13","17","31500.0","528","3542","CAT Migration","15","12.295","2","0","7"
"E00754","H.Q.C.Abdulla","43","Female","Single","No","IT Officer - Intern","IT","2006-10-18","2015-01-18","9","25400.0","363","4297","Incident Management System","8","71.207","0","0","3"
"E00755","G.I.H.Hettiarachchi","50","Male","Single","No","Junior Designer","Software","1979-04-08","2006-01-09","27","30600.0","459","4221","Trico","11","80.753","2","0","2"
"E00756","M.K.Silva","45","Male","Single","No","IT Trainee","IT","2001-12-31","2013-07-28","12","20500.0","353","9304","Budget Management Centre","11","60.06","1","0","3"
"E00757","J.D.Jayawardena","24","Male","Single","No","IT Officer - Intern","IT","2008-10-31","2012-10-15","4","25400.0","382","2180","Trico","20","26.201","1","0","2"
"E00758","N.R.Samararathna","44","Female","Married","No","IT Trainee","IT","1970-11-09","1987-03-27","17","20500.0","257","7961","Ethna","13","75.85","2","3","3"
"E00759","U.K.Sarathchandra","23","Male","Single","No","Junior Business Analyst","Financial","1984-11-02","2005-04-09","21","22500.0","365","9172","Incident Management System","11","68.562","1","0","2"
"E00760","Z.Q.D.Rajakaruna","33","Female","Single","Yes","Finance Manager","Financial","2006-04-18","2008-02-22","2","120700.0","14166","1008","Ethna","6","6.563","1","0","5"
"E00761","Q.W.G.L.Kapukotuwa","28","Female","Single","Yes","IT Manager","IT","1991-03-18","2003-12-21","12","73500.0","11173","9688","Ethna","5","34.531","1","0","4"
"E00762","C.U.Seram","29","Female","Single","No","IT Officer - Intern","IT","1991-08-30","1992-10-12","1","25400.0","395","6243","Telemar","19","24.788","0","0","5"
"E00763","W.U.G.T.Q.Senanayake","25","Male","Single","No","IT Trainee","IT","1980-06-26","1989-10-13","9","20500.0","276","1314","Trico","19","47.947","0","0","5"
"E00764","K.X.Q.Samararathna","27","Female","Single","No","IT Trainee","IT","2010-08-12","2011-04-25","1","20500.0","275","1017","Hazard Management System","2","74.027","2","0","0"
"E00765","N.Jayawardena","29","Female","Married","No","IT","IT","2001-07-12","2002-09-30","1","20500.0","313","5220","New York Life","4","47.147","1","4","5"
"E00766","G.K.Samararathna","47","Male","Single","No","Software Tester","Software","1991-05-14","1997-12-22","6","20500.0","372","9713","Budget Management Centre","14","5.153","0","0","2"
"E00767","M.I.Gunarathna","50","Female","Single","No","","","1973-01-21","1974-11-16","1","0.0","0","9461","Hazard Management System","17","40.37","0","0","6"
"E00768","W.Bandaranayake","28","Female","Married","No","IT Trainee","IT","1997-09-14","2008-11-27","11","20500.0","242","5482","Hazard Management System","0","95.294","0","2","3"
"E00769","Z.D.U.Jayawardena","47","Female","Single","Yes","System Admin","IT","1997-01-04","2011-08-02","14","58700.0","7196","9909","Trico","2","82.845","1","0","7"
"E00770","Z.Y.H.Darrel","29","Female","Single","No","IT Trainee","IT","1993-12-04","1996-10-07","3","20500.0","313","2648","Claim Administration System Migration","19","98.641","0","0","8"
"E00771","A.Y.Z.Gunarathna","20","Female","Single","No","Junior Business Analyst","Financial","1985-06-20","1999-12-17","14","22500.0","312","4797","Telemar","17","2.628","2","0","0"
"E00772","I.S.Samararathna","28","Male","Married","No","IT Trainee","IT","1978-12-24","1984-05-20","6","20500.0","314","1454","Telemar","0","31.937","1","1","7"
"E00773","F.W.B.Arafat","40","Female","Single","No","Sales Executive","Financial","2003-11-24","2009-10-26","6","31500.0","650","3908","Risk Management System","5","51.977","0","0","0"
"E00774","T.Musammil","32","Female","Single","Yes","IT Manager","IT","1972-12-21","1986-06-10","14","73500.0","2963","7003","Ethna","15","90.985","1","0","4"
"E00775","W.F.E.B.Gunarathna","35","Female","Single","No","Developer Intern","Software","1986-05-04","1998-12-20","12","27600.0","578","6187","CAT Migration","13","37.623","1","0","5"
"E00776","W.B.V.Senarathna","24","Female","Single","No","IT","IT","1988-04-05","1995-09-25","7","20500.0","396","2059","Ethna","10","86.263","0","0","7"
"E00777","N.Q.L.Mendis","44","Male","Single","Yes","Software Architecturer","Planning","1986-12-27","1990-11-15","4","80400.0","11493","3562","CAT Migration","9","51.882","1","0","8"
"E00778","B.P.S.Rajapaksha","34","Male","Married","No","IT Trainee","IT","1976-10-16","2003-07-13","27","20500.0","319","9410","Ethna","10","85.834","4","2","4"
"E00779","F.R.Warnapura","46","Male","Single","No","Junior Designer","Software","2006-04-22","2009-10-14","3","30600.0","514","3231","Telemar","16","31.151","0","0","3"
"E00780","V.T.U.Samararathna","50","Female","Single","No","Junior Designer","Software","1977-01-05","1978-10-27","1","30600.0","425","2283","Trico","1","79.783","1","0","2"
"E00781","N.Karunasena","42","Female","Married","Yes","IT Manager","IT","2001-12-15","2006-03-10","5","73500.0","11169","8127","Interplan","18","96.346","4","1","4"
"E00782","J.P.Kapugedara","39","Male","Single","No","Software Tester","Software","1970-03-12","1994-12-11","24","20500.0","289","6608","CAT Migration","11","75.361","2","0","2"
"E00783","A.B.R.X.Rajakaruna","41","Male","Single","Yes","HR Manager","HR","1991-08-16","2004-10-31","13","58700.0","1529","1035","Claim Administration System Migration","4","87.395","2","0","2"
"E00784","F.U.H.Seram","30","Female","Single","No","Software Engineering Intern","Software","1986-03-31","2014-02-21","28","26700.0","379","8420","Trico","1","48.385","2","0","4"
"E00785","P.U.Jayasuriya","50","Female","Single","No","","","1987-07-31","2011-05-31","24","0.0","0","4306","Risk Management System","9","18.844","0","0","5"
"E00786","K.N.J.Bandaranayake","35","Male","Single","No","IT Officer - Intern","IT","1989-06-19","2007-06-26","18","25400.0","369","5718","Risk Management System","11","7.796","0","0","2"
"E00787","Z.Gunarathna","34","Male","Married","Yes","Senior Business Analyst","Financial","1976-04-10","1985-11-23","9","72300.0","5295","9203","Telemar","8","74.621","3","5","3"
"E00788","J.C.K.V.Daniel","49","Female","Married","No","Sales Executive","Financial","1972-08-04","1992-12-15","20","31500.0","639","5775","Risk Management System","5","11.748","2","3","3"
"E00789","B.Musammil","30","Female","Single","No","Junior Designer","Software","2010-04-29","2012-01-12","2","30600.0","428","6936","Ethna","9","19.147","0","0","1"
"E00790","F.Kapugedara","38","Female","Single","No","Developer Intern","Software","1990-01-30","1998-01-05","8","27600.0","513","2474","Interplan","13","32.023","2","0","5"
"E00791","X.Sirisena","43","Male","Single","No","IT Trainee","IT","1973-10-11","1976-01-17","3","20500.0","269","4108","Ethna","11","72.844","2","0","5"
"E00792","H.K.O.E.Gunarathna","29","Female","Single","No","Software Engineering Intern","Software","1997-01-05","2012-11-08","15","26700.0","327","9657","Ethna","7","51.899","2","0","2"
"E00793","Q.A.Q.Z.Senarathna","38","Male","Married","No","Junior Designer","Software","2008-12-09","2014-03-12","6","30600.0","490","4464","Incident Management System","1","32.966","1","0","4"
"E00794","A.Fernando","22","Female","Single","No","IT","IT","1977-04-28","2003-02-10","26","20500.0","461","2065","New York Life","2","81.809","2","0","3"
"E00795","Q.E.T.Senarathna","40","Male","Single","No","IT Officer - Intern","IT","1978-11-14","1998-12-18","20","25400.0","301","2093","Trico","14","13.519","2","0","7"
"E00796","D.X.D.X.U.Rajakaruna","20","Female","Single","No","Software Engineering Intern","Software","1970-09-16","1973-02-03","3","26700.0","414","5453","Telemar","11","96.749","1","0","7"
"E00797","A.R.R.Warnapura","26","Female","Single","No","Software Tester","Software","1983-10-23","2006-01-11","23","20500.0","467","9117","Claim Administration System Migration","5","13.916","0","0","2"
"E00798","S.G.Perera","20","Female","Single","Yes","Software Architecturer","Planning","1977-01-24","1998-07-28","21","80400.0","11840","5468","Incident Management System","2","53.925","2","0","1"
"E00799","M.L.S.Jayasuriya","29","Female","Single","Yes","IT App Man","IT","1970-12-15","2005-05-12","35","53000.0","4765","3717","New York Life","16","33.399","1","0","2"
"E00800","C.Fernando","39","Female","Married","No","IT Trainee","IT","1992-01-06","1999-07-22","7","20500.0","386","9239","CAT Migration","5","50.883","3","3","1"
"E00801","B.Y.Viswanathan","48","Female","Married","No","Developer Intern","Software","1980-02-10","1985-01-21","5","27600.0","379","2274","Ethna","20","35.777","0","4","2"
"E00802","B.T.Karunasena","49","Male","Single","Yes","QA Mananger","QA","1985-05-27","2007-05-31","22","82600.0","10161","6880","Telemar","11","15.885","2","0","7"
"E00803","W.I.U.Darwin","23","Female","Married","No","Software Engineering Intern","Software","1999-03-11","2014-03-07","15","26700.0","389","1982","Risk Management System","19","59.071","0","2","2"
"E00804","B.R.E.J.Gunarathna","24","Female","Married","No","Software Engineering Intern","Software","2006-07-09","2008-01-20","2","26700.0","500","8197","CAT Migration","7","63.506","3","4","5"
"E00805","J.Sirisena","38","Male","Single","Yes","Accountant","Financial","1995-01-02","2009-09-22","14","90700.0","10951","6385","Budget Management Centre","1","33.979","0","0","6"
"E00806","Z.V.L.Arafat","45","Male","Married","No","Software Engineering Intern","Software","1976-01-21","1997-09-20","21","26700.0","341","8935","New York Life","7","41.69","4","1","1"
"E00807","H.Y.V.Samararathna","36","Female","Single","Yes","System Analyst","Planning","1988-09-19","2013-12-05","25","91250.0","14823","8789","Budget Management Centre","19","60.346","1","0","8"
"E00808","A.E.K.Bandaranayake","34","Male","Single","Yes","IT App Man","IT","1976-01-09","1990-09-12","14","53000.0","1040","4203","Budget Management Centre","8","73.225","1","0","2"
"E00809","F.Daniel","50","Female","Single","No","Software Tester","Software","1987-01-16","2011-05-06","24","20500.0","351","7469","Trico","2","19.437","1","0","5"
"E00810","Z.G.C.George","29","Male","Single","No","Software Engineering Intern","Software","1994-01-17","2005-11-24","11","26700.0","382","8083","Budget Management Centre","2","85.811","1","0","5"
"E00811","G.T.X.Rajapaksha","26","Female","Single","No","IT Officer - Intern","IT","2006-06-21","2010-08-23","4","25400.0","350","9696","Budget Management Centre","4","94.767","2","0","7"
"E00812","H.Q.Jayawardena","37","Female","Married","Yes","Senior Designer","Software","2008-11-14","2009-04-26","1","67600.0","2318","2451","Claim Administration System Migration","8","63.638","2","2","5"
"E00813","S.W.Sarathchandra","46","Female","Married","No","IT","IT","2007-06-07","2013-01-07","6","20500.0","565","4330","Covance","13","26.513","3","1","3"
"E00814","K.G.L.N.Rajakaruna","38","Female","Single","No","Junior Designer","Software","2010-12-26","2011-09-24","1","30600.0","651","4325","Telemar","7","1.078","0","0","3"
"E00815","H.K.Darrel","31","Male","Married","No","Junior Business Analyst","Financial","1978-08-20","2001-04-03","23","22500.0","377","1425","Covance","5","92.923","4","5","5"
"E00816","P.O.Q.D.C.Rajapaksha","50","Male","Married","No","Developer Intern","Software","1999-10-18","2000-09-29","1","27600.0","499","1597","Covance","8","11.645","4","3","8"
"E00817","N.N.Jayawardena","20","Female","Single","Yes","HR Manager","HR","1998-04-03","2004-08-20","6","58700.0","1714","2141","New York Life","12","36.16","0","0","2"
"E00818","U.C.M.R.Perera","36","Female","Single","No","Software Tester","Software","2005-07-24","2011-03-20","6","20500.0","415","6600","Telemar","17","14.599","0","0","5"
"E00819","L.G.U.Viswanathan","36","Female","Single","No","Junior Business Analyst","Financial","1984-08-11","2011-05-23","27","22500.0","264","5263","New York Life","1","49.975","1","0","3"
"E00820","E.F.Karunarathna","37","Female","Single","Yes","System Admin","IT","1974-05-19","1987-12-06","13","58700.0","6968","8266","Interplan","2","81.893","1","0","6"
"E00821","B.Gunarathna","41","Male","Single","Yes","Software Architecturer","Planning","2000-05-28","2004-01-04","4","80400.0","3813","9407","Interplan","18","2.947","0","0","7"
"E00822","O.Y.Pathirana","43","Female","Married","Yes","Tech Lead","Software","1999-12-09","2003-07-28","4","75000.0","1814","3573","Btaf","5","91.343","3","0","8"
"E00823","B.Bandaranayake","22","Female","Single","No","IT Officer - Intern","IT","2001-06-26","2009-08-20","8","25400.0","399","5272","CAT Migration","5","12.245","2","0","1"
"E00824","J.Gunarathna","25","Male","Married","Yes","Tech Lead","Software","1988-01-30","1990-11-02","2","75000.0","2333","7720","Btaf","2","45.761","2","1","6"
"E00825","B.Y.T.Darwin","37","Female","Single","No","IT Officer - Intern","IT","2005-10-24","2007-06-14","2","25400.0","300","4228","Hazard Management System","11","24.653","1","0","2"
"E00826","S.Samarasinghe","41","Male","Married","No","Software Engineering Intern","Software","1992-01-28","1996-06-25","4","26700.0","471","8390","Claim Administration System Migration","12","17.949","3","3","4"
"E00827","I.Z.E.Senarathna","35","Female","Single","No","IT Officer - Intern","IT","1999-09-22","2013-06-18","14","25400.0","324","2538","Budget Management Centre","7","2.086","2","0","0"
"E00828","D.G.Warnapura","47","Male","Single","No","Junior Designer","Software","1984-11-01","1993-10-14","9","30600.0","423","3181","Interplan","8","50.268","2","0","7"
"E00829","T.P.Arafat","36","Female","Single","No","IT Officer - Intern","IT","1994-05-23","2001-10-27","7","25400.0","382","8483","New York Life","11","47.236","2","0","4"
"E00830","V.U.E.George","42","Female","Married","No","Sales Executive","Financial","1978-09-06","2009-05-07","31","31500.0","574","2411","Incident Management System","8","55.088","2","3","8"
"E00831","S.W.T.O.Sirisena","46","Female","Single","No","Sales Executive","Financial","2010-09-16","2014-05-18","4","31500.0","523","1580","Interplan","1","5.561","0","0","6"
"E00832","B.B.T.Samararathna","47","Female","Single","Yes","QA Mananger","QA","1990-11-05","2011-07-30","21","82600.0","4654","5938","Budget Management Centre","20","86.084","1","0","2"
"E00833","F.Silva","44","Female","Single","Yes","Finance Manager","Financial","1975-03-01","2006-09-21","31","120700.0","13684","4578","Telemar","9","60.326","0","0","2"
"E00834","Z.Samararathna","47","Female","Single","No","Junior Business Analyst","Financial","1988-08-03","2006-04-06","18","22500.0","273","4099","Ethna","4","28.582","1","0","6"
"E00835","Q.George","24","Male","Married","Yes","System Admin","IT","2010-03-06","2011-08-11","1","58700.0","5903","4448","Ethna","6","72.329","4","4","6"
"E00836","L.X.P.B.R.Jayasuriya","33","Female","Single","Yes","IT Project Leader","IT","1975-03-18","1999-01-26","24","78300.0","6310","5985","CAT Migration","13","42.234","0","0","5"
"E00837","D.Gunarathna","20","Male","Single","No","IT Officer - Intern","IT","2002-01-06","2008-09-29","6","25400.0","304","2225","Risk Management System","16","80.684","2","0","2"
"E00838","X.X.H.Q.Senanayake","37","Female","Single","Yes","QA Mananger","QA","2007-07-14","2011-02-24","4","82600.0","8370","1065","Ethna","6","37.581","1","0","6"
"E00839","R.Bandaranayake","35","Female","Single","No","IT","IT","1980-08-26","2006-07-26","26","20500.0","331","5492","Interplan","2","91.726","2","0","0"
