"ID","name","age","Sex","Civil Status","Having Degree","JOB ROLE","Department","Work From","Work To","Tenure(Years)","Salary(Rs)","Bonus","Claims","Worked Prject","NoOfLeaves","Distance(km)","NonSchoolGoingDep","NoOfChildren","NoOfComplaints","Reason to Leave","Churn"
"E00153","C.Q.Q.T.De Silva","22","Male","Single","No","IT Officer - Intern","IT","1999-07-16","2006-11-30","7","25400.0","328","7538","Covance","20","24.74","1","0","3","","0"
"E00154","R.K.K.Samarasinghe","46","Female","Single","No","Software Engineering Intern","Software","1993-04-09","1999-02-15","6","26700.0","537","4353","Claim Administration System Migration","2","69.936","1","0","4","Travelling Problem","1"
"E00155","S.B.Z.S.Madasekera","38","Female","Single","No","IT Officer - Intern","IT","1999-01-27","2012-07-22","13","25400.0","387","3184","Budget Management Centre","17","21.254","1","0","5","Travelling Problem","1"
"E00156","Z.I.Z.Karunasena","30","Female","Single","No","IT","IT","1985-01-12","2004-05-11","19","20500.0","533","2411","Ethna","14","48.493","0","0","4","Travelling Problem","1"
"E00157","G.Senarathna","39","Female","Single","No","IT Officer - Intern","IT","1989-01-19","2007-03-17","18","25400.0","309","4982","Telemar","13","78.089","1","0","4","Travelling Problem","1"
"E00158","F.X.Seram","38","Male","Married","No","Junior Designer","Software","2005-02-01","2009-10-21","4","30600.0","456","1645","Btaf","5","28.387","5","5","0","","0"
"E00159","K.J.Rodrigo","39","Female","Single","No","IT Officer - Intern","IT","2002-02-21","2014-07-10","12","25400.0","323","3114","Interplan","20","88.462","2","0","3","Travelling Problem","1"
"E00160","Y.Mendis","21","Female","Single","No","Developer Intern","Software","1973-09-29","2009-01-19","36","27600.0","309","9538","Trico","10","41.112","0","0","2","","0"
"E00161","Y.B.Rajakaruna","29","Female","Married","No","Developer Intern","Software","1972-03-18","1981-12-05","9","27600.0","392","1974","Incident Management System","8","55.562","2","0","3","Lack of benefits","1"
"E00162","A.P.Seram","39","Female","Married","No","IT","IT","1973-05-04","1981-09-06","8","20500.0","353","8134","New York Life","12","67.127","3","2","3","Lack of benefits","1"
"E00163","I.M.Senanayake","22","Female","Married","No","IT Officer - Intern","IT","2002-11-12","2010-01-09","8","25400.0","391","5553","Budget Management Centre","17","13.918","2","1","3","","0"
"E00164","S.Hettiarachchi","43","Female","Single","No","IT","IT","2002-02-28","2003-08-15","1","20500.0","319","1738","Hazard Management System","16","24.158","1","0","4","Travelling Problem","1"
"E00165","M.Darwin","40","Female","Single","No","Developer Intern","Software","1998-11-10","2011-01-26","13","27600.0","546","5413","Claim Administration System Migration","12","3.423","2","0","0","","0"
"E00166","W.Y.Premasiri","43","Male","Single","Yes","System Admin","IT","2001-03-22","2007-03-11","6","58700.0","3084","2409","Btaf","9","62.935","0","0","3","","0"
"E00167","E.X.Kapukotuwa","31","Male","Married","Yes","Accountant","Financial","2005-05-22","2009-02-17","4","90700.0","9733","5375","Hazard Management System","5","52.006","1","1","3","","0"
"E00168","I.D.W.Samarasinghe","26","Female","Single","No","Junior Designer","Software","1986-08-11","2003-11-07","17","30600.0","492","3844","Claim Administration System Migration","5","72.13","2","0","3","Travelling Problem","1"
"E00169","P.B.I.Samararathna","43","Male","Single","No","Developer Intern","Software","1990-08-17","2012-01-07","22","27600.0","537","1030","Btaf","10","42.912","0","0","2","","0"
"E00170","J.C.Kodithuwakku","43","Male","Single","Yes","Accountant","Financial","1992-05-29","1998-06-03","6","90700.0","9348","1253","Hazard Management System","14","38.32","0","0","3","","0"
"E00171","F.P.R.Mendis","44","Female","Married","No","","","1971-01-11","2006-01-17","35","0.0","0","5314","Hazard Management System","1","53.103","0","3","3","Lack of benefits","1"
"E00172","W.Sarathchandra","45","Male","Married","Yes","IT Project Leader","IT","2010-05-06","2013-10-16","3","78300.0","7406","6218","Ethna","17","4.931","2","0","1","Personal Reason","1"
"E00173","E.A.O.M.De Vaas","27","Female","Single","No","Junior Business Analyst","Financial","1992-06-16","2008-03-08","16","22500.0","328","3309","Interplan","13","41.808","0","0","5","Travelling Problem","1"
"E00174","R.Wijepala","30","Female","Single","Yes","Software Engineer","IT","1991-10-25","1999-11-25","8","88550.0","10243","3581","Telemar","15","34.524","0","0","5","Travelling Problem","1"
"E00175","B.Mendis","26","Male","Single","No","Junior Designer","Software","2009-10-10","2013-07-22","4","30600.0","748","6864","Ethna","7","38.18","2","0","0","","0"
"E00176","F.I.E.L.Zoysa","23","Female","Single","No","Junior Designer","Software","2004-05-06","2009-12-07","5","30600.0","415","7511","Incident Management System","16","48.894","2","0","0","","0"
"E00177","A.H.P.G.Nanadasiri","26","Male","Single","No","Junior Designer","Software","1979-01-28","1981-12-07","2","30600.0","561","6647","Budget Management Centre","17","89.194","2","0","1","","0"
"E00178","C.Z.Fernando","23","Female","Single","No","Sales Executive","Financial","2004-05-19","2012-02-24","8","31500.0","713","4825","Claim Administration System Migration","9","78.26","1","0","4","Personal Reason","1"
"E00179","D.Soertsz","37","Female","Single","No","IT","IT","1970-06-07","2005-04-03","35","20500.0","390","2111","Hazard Management System","5","50.93","1","0","5","Travelling Problem","1"
"E00180","Z.L.George","23","Female","Single","No","","","1984-01-29","1989-01-03","5","0.0","0","4740","Ethna","9","85.978","2","0","0","","0"
"E00181","H.Samararathna","21","Female","Single","No","IT","IT","1986-09-26","2009-03-10","23","20500.0","359","9821","New York Life","17","73.644","1","0","1","","0"
"E00182","A.O.Pathirana","22","Male","Married","No","IT Trainee","IT","1995-08-28","2000-02-19","5","20500.0","369","2683","Claim Administration System Migration","20","42.056","2","1","8","Personal Reason","1"
"E00183","B.De Souza","46","Female","Single","Yes","HR Manager","HR","1988-07-24","2005-11-10","17","58700.0","765","4111","New York Life","8","54.982","2","0","4","Travelling Problem","1"
"E00184","I.Hettiarachchi","39","Female","Single","No","Software Tester","Software","1976-06-25","1992-01-22","16","20500.0","384","7087","New York Life","17","53.231","2","0","5","Travelling Problem","1"
"E00185","Q.Darwin","42","Female","Married","No","Software Engineering Intern","Software","1974-05-03","2000-01-10","26","26700.0","391","7187","New York Life","20","86.041","2","5","1","Lack of benefits","1"
"E00186","G.X.Y.R.Rajakaruna","27","Female","Single","No","IT","IT","1984-07-16","2006-01-14","22","20500.0","556","7358","Interplan","18","52.103","2","0","3","Travelling Problem","1"
"E00187","V.V.T.Y.Anand","41","Female","Married","No","IT","IT","1983-03-01","2003-06-01","20","20500.0","566","8674","Claim Administration System Migration","15","98.839","2","2","2","Lack of benefits","1"
"E00188","O.W.Mendis","24","Female","Married","Yes","Senior Business Analyst","Financial","1997-05-24","1998-12-23","1","72300.0","3007","9209","Budget Management Centre","14","66.164","4","4","5","Travelling Problem","1"
"E00189","I.Y.G.Gunawardene","32","Female","Married","Yes","","","1991-02-04","1993-10-11","2","0.0","0","1589","Hazard Management System","0","41.799","3","3","2","Lack of benefits","1"
"E00190","Z.S.E.Gunarathna","41","Male","Single","No","Developer Intern","Software","1984-07-01","1986-01-18","2","27600.0","564","8481","Incident Management System","12","8.131","2","0","3","Personal Reason","1"
"E00191","L.Gunawardene","27","Female","Single","No","Junior Business Analyst","Financial","1980-01-16","1987-11-30","7","22500.0","280","7856","Claim Administration System Migration","0","97.181","0","0","4","Travelling Problem","1"
"E00192","N.Wickramasinghe","23","Male","Single","No","Junior Designer","Software","1978-07-03","2009-07-20","31","30600.0","558","7024","Risk Management System","9","90.357","2","0","2","","0"
"E00193","E.V.C.Viswanathan","36","Female","Single","No","IT","IT","2000-01-12","2007-12-28","7","20500.0","512","7330","Claim Administration System Migration","14","26.937","1","0","5","Travelling Problem","1"
"E00194","C.L.Seram","35","Female","Married","No","IT","IT","1987-01-06","1996-01-28","9","20500.0","347","8259","Telemar","9","64.574","3","5","1","Lack of benefits","1"
"E00195","A.Q.De Silva","31","Female","Single","No","Software Engineering Intern","Software","1996-01-26","2007-10-04","11","26700.0","329","3328","Trico","12","24.752","1","0","4","Travelling Problem","1"
"E00196","S.H.U.J.Sirisena","36","Female","Married","Yes","Accountant","Financial","1988-10-30","2012-12-30","24","90700.0","13823","1980","Risk Management System","4","54.149","5","3","2","Lack of benefits","1"
"E00197","E.L.Kapugedara","47","Male","Single","No","Sales Executive","Financial","1994-03-01","2002-12-12","8","31500.0","575","3788","Ethna","10","61.728","2","0","2","","0"
"E00198","F.K.M.Samarasinghe","45","Male","Single","No","Junior Business Analyst","Financial","1979-02-09","2010-11-07","31","22500.0","217","5432","Hazard Management System","19","2.257","0","0","2","Personal Reason","1"
"E00199","Y.B.F.C.Darwin","50","Male","Single","No","Junior Business Analyst","Financial","1971-06-24","1981-11-03","10","22500.0","378","5322","New York Life","5","52.616","1","0","2","","0"
"E00200","A.O.K.Motha","40","Female","Married","No","Sales Executive","Financial","1974-12-12","1982-03-22","8","31500.0","729","8478","Incident Management System","20","28.978","4","0","3","Lack of benefits","1"
"E00201","P.Karunasena","31","Female","Single","No","Developer Intern","Software","1984-12-22","1985-07-12","1","27600.0","391","9006","CAT Migration","11","96.495","1","0","4","Travelling Problem","1"
"E00202","D.S.V.Perera","29","Male","Single","No","Junior Business Analyst","Financial","1984-04-16","1985-08-16","1","22500.0","297","6018","CAT Migration","11","13.611","1","0","1","Personal Reason","1"
"E00203","K.A.De Silva","47","Male","Married","No","Sales Executive","Financial","2000-02-15","2013-01-31","13","31500.0","563","9098","Incident Management System","14","58.951","3","0","5","Personal Reason","1"
"E00204","D.T.S.Kapugedara","49","Male","Single","Yes","IT Project Leader","IT","1994-02-28","2009-09-27","15","78300.0","4672","9575","Budget Management Centre","6","29.12","2","0","7","Personal Reason","1"
"E00205","T.C.G.W.Arafat","50","Male","Married","No","Junior Business Analyst","Financial","1983-01-21","1996-05-30","13","22500.0","202","2559","Budget Management Centre","8","14.692","4","1","4","Personal Reason","1"
"E00206","M.K.D.M.Wickramasinghe","23","Male","Single","Yes","System Admin","IT","2006-06-22","2010-07-12","4","58700.0","4998","2197","Incident Management System","0","62.746","0","0","2","","0"
"E00207","U.U.D.Jayasuriya","36","Male","Married","Yes","IT App Man","IT","1981-12-11","1982-07-18","1","53000.0","1970","6157","New York Life","18","40.323","1","4","1","","0"
"E00208","L.C.E.K.Silva","35","Female","Married","Yes","IT Manager","IT","2004-03-22","2009-01-18","5","73500.0","11521","9580","Interplan","7","81.793","2","3","3","Lack of benefits","1"
"E00209","J.D.Zoysa","37","Male","Single","No","","","1982-02-19","2011-04-09","29","0.0","0","9762","Btaf","10","17.689","1","0","4","Personal Reason","1"
"E00210","W.L.L.Anand","27","Female","Single","No","Software Tester","Software","1976-01-19","2012-01-10","36","20500.0","266","9134","Btaf","5","57.761","0","0","5","Travelling Problem","1"
"E00211","K.O.E.Pathirana","41","Female","Single","No","Sales Executive","Financial","1992-09-17","2014-04-13","22","31500.0","576","7479","Telemar","16","35.836","2","0","5","Travelling Problem","1"
"E00212","S.B.Gunarathna","44","Female","Married","No","Junior Designer","Software","1984-01-25","1996-04-02","12","30600.0","749","8469","Risk Management System","13","39.746","5","4","1","Lack of benefits","1"
"E00213","F.I.Kapugedara","37","Female","Single","No","Software Engineering Intern","Software","1995-02-27","2011-01-03","16","26700.0","506","4015","Covance","14","97.386","2","0","4","Travelling Problem","1"
"E00214","D.K.C.Motha","37","Male","Single","Yes","","","1996-01-07","2014-01-18","18","0.0","0","9571","Budget Management Centre","15","76.759","1","0","7","Personal Reason","1"
"E00215","X.Soris","43","Female","Married","No","Developer Intern","Software","1993-06-03","2000-03-30","7","27600.0","418","2754","Hazard Management System","4","96.58","0","0","3","Travelling Problem","1"
"E00216","C.Z.S.Wijepala","20","Female","Single","Yes","Software Engineer","IT","2008-07-27","2011-09-02","3","88550.0","11503","7263","Trico","16","74.341","1","0","3","Personal Reason","1"
"E00217","X.C.Wickramasinghe","39","Female","Single","No","Software Tester","Software","2000-01-26","2011-10-19","11","20500.0","255","6136","Telemar","14","74.631","2","0","3","Travelling Problem","1"
"E00218","X.I.Rodrigo","22","Female","Single","Yes","Senior Designer","Software","2009-06-30","2014-03-20","5","67600.0","2019","2450","New York Life","17","19.46","1","0","3","","0"
"E00219","H.Y.O.Hettiarachchi","46","Female","Married","Yes","IT App Man","IT","1972-07-26","1987-06-28","15","53000.0","2464","8022","Hazard Management System","8","83.647","4","2","3","Lack of benefits","1"
"E00220","B.C.Rodrigo","35","Female","Single","No","Junior Business Analyst","Financial","1972-08-01","2009-12-10","37","22500.0","381","9824","Risk Management System","8","51.091","1","0","4","Travelling Problem","1"
"E00221","X.U.Y.Arafat","31","Female","Married","Yes","Tech Lead","Software","1986-11-08","1987-08-16","1","75000.0","4737","4730","New York Life","7","76.373","0","5","2","Lack of benefits","1"
"E00222","V.Z.Warnapura","27","Male","Married","Yes","","","1983-01-05","2004-10-03","21","0.0","0","5673","Trico","7","59.169","5","2","3","Low salary and Lack of benefits","1"
"E00223","N.N.M.F.Motha","35","Female","Single","No","IT","IT","2010-08-28","2012-10-22","2","20500.0","373","7951","Ethna","13","1.847","0","0","3","","0"
"E00224","U.A.K.U.Seram","34","Male","Single","No","Junior Designer","Software","1993-06-17","1997-05-17","4","30600.0","478","6214","Incident Management System","2","45.554","2","0","0","","0"
"E00225","K.H.H.Sarathchandra","26","Male","Married","No","Sales Executive","Financial","1985-12-11","2014-09-22","29","31500.0","753","1937","New York Life","1","56.838","4","4","5","Low salary and Lack of benefits","1"
"E00226","C.U.R.De Souza","37","Male","Single","No","Sales Executive","Financial","1989-05-09","2003-11-10","14","31500.0","565","1145","Hazard Management System","11","49.321","2","0","2","","0"
"E00227","Z.S.L.Silva","22","Male","Single","Yes","","","1998-12-16","2011-09-30","13","0.0","0","2128","Telemar","3","93.658","1","0","1","Higher Education","1"
"E00228","D.W.Gunawardene","49","Female","Single","No","IT Officer - Intern","IT","1980-02-20","1985-12-16","5","25400.0","356","3255","Trico","8","30.601","0","0","3","Travelling Problem","1"
"E00229","B.Darwin","39","Male","Married","Yes","QA Mananger","QA","1978-01-26","2005-10-18","27","82600.0","5951","5116","Hazard Management System","19","70.074","1","3","2","","0"
"E00230","F.D.P.Premasiri","48","Female","Single","No","Developer Intern","Software","1987-11-26","1992-03-19","5","27600.0","356","7038","Interplan","10","64.944","0","0","4","Travelling Problem","1"
"E00231","E.Q.Darwin","38","Female","Single","Yes","IT Manager","IT","1996-07-04","2006-06-10","10","73500.0","5398","6002","Ethna","15","51.453","2","0","5","Travelling Problem","1"
